[2025-05-12 16:32:03,217] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:32:03,217] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:32:03,218] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:32:03,218] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:33:36,183] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:33:36,183] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:33:36,183] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:33:36,185] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:33:36,187] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:33:36,187] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:33:36,187] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:33:36,188] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:33:36,188] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:33:36,191] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:33:36,192] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:33:36,194] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:50:15,152] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:50:15,152] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:50:15,153] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:50:15,153] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:50:15,155] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:50:15,155] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:50:15,157] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:50:15,157] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:50:15,157] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:50:15,159] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:50:15,160] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 16:50:15,160] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 17:03:14,668] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 17:03:14,669] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 17:03:14,669] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 17:03:14,669] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 17:03:14,671] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 17:03:14,672] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 17:03:14,672] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 17:03:14,672] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 17:03:14,673] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 17:03:14,676] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 17:03:14,677] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 17:03:14,678] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 17:19:38,988] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 17:19:38,988] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 17:19:38,989] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 17:19:38,990] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 17:19:38,992] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 17:19:38,992] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 17:19:38,992] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 17:19:38,994] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 17:19:38,995] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 17:19:38,995] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 17:19:39,000] [WARNING] No hay señales válidas; retornando ensemble neutro.
[2025-05-12 17:19:39,001] [WARNING] No hay señales válidas; retornando ensemble neutro.
